Tournament;Round;Day;Date;Time;Home;Home score;Away score;Away Score;Away;Attendance;Venue;Extra Time;Penalties;Notes
Argentina 78;First round;Sat;10/06/1978;16:45 (20:45);Germany;0;0-0;0;Tunisia;30,667;Estadio Olï¿½mpico Chateau Carreras (Neutral Site);;;
Argentina 78;First round;Sat;10/06/1978;16:45 (20:45);Poland;3;3-1;1;Mexico;22,651;Arroyito - Estadio Dr. Lisandro de la To... (Neutral Site);;;
Argentina 78;First round;Sat;10/06/1978;19:15 (23:15);Italy;1;1-0;0;Argentina;71,712;El Monumental - Estadio Monumental Anton... (Neutral Site);;;
Argentina 78;First round;Sun;11/06/1978;13:45 (17:45);Brazil;1;1-0;0;Austria;35,221;Estadio Josï¿½ Marï¿½a Minella (Neutral Site);;;
Argentina 78;First round;Sun;11/06/1978;13:45 (17:45);Spain;1;1-0;0;Sweden;42,132;Jose Amalfitani (Neutral Site);;;
Argentina 78;First round;Sun;11/06/1978;16:45 (20:45);Peru;4;4-1;1;IR Iran;21,262;Estadio Olï¿½mpico Chateau Carreras (Neutral Site);;;
Argentina 78;First round;Sun;11/06/1978;16:45 (20:45);Scotland;3;3-2;2;Netherlands;35,130;San Martin (Neutral Site);;;
Argentina 78;Second round;Wed;14/06/1978;13:45 (17:45);Netherlands;5;5-1;1;Austria;25,050;Estadio Olï¿½mpico Chateau Carreras (Neutral Site);;;
Argentina 78;Second round;Wed;14/06/1978;13:45 (17:45);Germany;0;0-0;0;Italy;67,547;El Monumental - Estadio Monumental Anton... (Neutral Site);;;
Argentina 78;Second round;Wed;14/06/1978;16:45 (20:45);Brazil;3;3-0;0;Peru;31,278;San Martin (Neutral Site);;;
Argentina 78;Second round;Wed;14/06/1978;19:15 (23:15);Argentina;2;2-0;0;Poland;37,091;Arroyito - Estadio Dr. Lisandro de la To... (Neutral Site);;;
Argentina 78;Second round;Sun;18/06/1978;13:45 (17:45);Poland;1;1-0;0;Peru;35,288;San Martin (Neutral Site);;;
Argentina 78;Second round;Sun;18/06/1978;16:45 (20:45);Italy;1;1-0;0;Austria;66,695;El Monumental - Estadio Monumental Anton... (Neutral Site);;;
Argentina 78;Second round;Sun;18/06/1978;16:45 (20:45);Germany;2;2-2;2;Netherlands;40,750;Estadio Olï¿½mpico Chateau Carreras (Neutral Site);;;
Argentina 78;Second round;Sun;18/06/1978;19:15 (23:15);Argentina;0;0-0;0;Brazil;37,326;Arroyito - Estadio Dr. Lisandro de la To... (Neutral Site);;;
Argentina 78;Second round;Wed;21/06/1978;13:45 (17:45);Austria;3;3-2;2;West Germany;38,318;Estadio Olï¿½mpico Chateau Carreras (Neutral Site);;;
Argentina 78;Second round;Wed;21/06/1978;13:45 (17:45);Netherlands;2;2-1;1;Italy;67,433;El Monumental - Estadio Monumental Anton... (Neutral Site);;;
Argentina 78;Second round;Wed;21/06/1978;16:45 (20:45);Brazil;3;3-1;1;Poland;39,586;San Martin (Neutral Site);;;
Argentina 78;Second round;Wed;21/06/1978;19:15 (23:15);Argentina;6;6-0;0;Peru;37,315;Arroyito - Estadio Dr. Lisandro de la To... (Neutral Site);;;
Argentina 78;Third-place match;Sat;24/06/1978;15:00 (19:00);Brazil;2;2-1;1;Italy;69,659;El Monumental - Estadio Monumental Anton... (Neutral Site);;;
Argentina 78;Final;Sun;25/06/1978;15:00 (19:00);Argentina;3;3-1;1;Netherlands;71,483;El Monumental - Estadio Monumental Anton... (Neutral Site);Yes;;Required Extra Time
Germany 74;First round;Thu;13/06/1974;17:00;Brazil;0;0-0;0;Yugoslavia;62,000;Waldstadion (Neutral Site);;;
Germany 74;First round;Fri;14/06/1974;16:00;Germany;1;1-0;0;Chile;81,100;Olympiastadion (Neutral Site);;;
Germany 74;First round;Fri;14/06/1974;19:30;Germany;2;2-0;0;Australia;17,000;Volksparkstadion (Neutral Site);;;
Germany 74;First round;Fri;14/06/1974;19:30;Zaire;0;0-2;2;Scotland;27,000;Westfalenstadion (Neutral Site);;;
Germany 74;First round;Sat;15/06/1974;16:00;Sweden;0;0-0;0;Bulgaria;23,800;Rheinstadion (Neutral Site);;;
Germany 74;First round;Sat;15/06/1974;16:00;Uruguay;0;0-2;2;Netherlands;55,100;Niedersachsenstadion (Neutral Site);;;
Germany 74;First round;Sat;15/06/1974;18:00;Italy;3;3-1;1;Haiti;53,000;Olympiastadion (Neutral Site);;;
Germany 74;First round;Sat;15/06/1974;18:00;Poland;3;3-2;2;Argentina;32,700;Neckarstadion (Neutral Site);;;
Germany 74;First round;Tue;18/06/1974;16:00;Australia;0;0-3;3;West Germany;53,300;Volksparkstadion (Neutral Site);;;
Germany 74;First round;Tue;18/06/1974;19:30;Yugoslavia;9;9-0;0;Zaire;31,700;Parkstadion (Neutral Site);;;
Germany 74;First round;Tue;18/06/1974;19:30;Scotland;0;0-0;0;Brazil;62,000;Waldstadion (Neutral Site);;;
Germany 74;First round;Tue;18/06/1974;19:30;Chile;1;1-1;1;Germany DR;28,300;Olympiastadion (Neutral Site);;;
Germany 74;First round;Wed;19/06/1974;19:30;Bulgaria;1;1-1;1;Uruguay;13,400;Niedersachsenstadion (Neutral Site);;;
Germany 74;First round;Wed;19/06/1974;19:30;Netherlands;0;0-0;0;Sweden;53,700;Westfalenstadion (Neutral Site);;;
Germany 74;First round;Wed;19/06/1974;19:30;Argentina;1;1-1;1;Italy;70,100;Neckarstadion (Neutral Site);;;
Germany 74;First round;Wed;19/06/1974;19:30;Haiti;0;0-7;7;Poland;25,300;Olympiastadion (Neutral Site);;;
Germany 74;First round;Sat;22/06/1974;16:00;Australia;0;0-0;0;Chile;17,400;Olympiastadion (Neutral Site);;;
Germany 74;First round;Sat;22/06/1974;16:00;Zaire;0;0-3;3;Brazil;36,200;Parkstadion (Neutral Site);;;
Germany 74;First round;Sat;22/06/1974;16:00;Scotland;1;1-1;1;Yugoslavia;56,000;Waldstadion (Neutral Site);;;
Germany 74;First round;Sat;22/06/1974;19:30;Germany;1;1-0;0;West Germany;60,200;Volksparkstadion (Neutral Site);;;
Germany 74;First round;Sun;23/06/1974;16:00;Poland;2;2-1;1;Italy;70,100;Neckarstadion (Neutral Site);;;
Germany 74;First round;Sun;23/06/1974;16:00;Sweden;3;3-0;0;Uruguay;28,300;Rheinstadion (Neutral Site);;;
Germany 74;First round;Sun;23/06/1974;16:00;Bulgaria;1;1-4;4;Netherlands;53,300;Westfalenstadion (Neutral Site);;;
Germany 74;First round;Sun;23/06/1974;16:00;Argentina;4;4-1;1;Haiti;25,900;Olympiastadion (Neutral Site);;;
Germany 74;Second round;Wed;26/06/1974;16:00;Yugoslavia;0;0-2;2;West Germany;67,385;Rheinstadion (Neutral Site);;;
Germany 74;Second round;Wed;26/06/1974;19:30;Sweden;0;0-1;1;Poland;44,955;Neckarstadion (Neutral Site);;;
Germany 74;Second round;Wed;26/06/1974;19:30;Netherlands;4;4-0;0;Argentina;56,548;Parkstadion (Neutral Site);;;
Germany 74;Second round;Wed;26/06/1974;19:30;Brazil;1;1-0;0;Germany DR;59,863;Niedersachsenstadion (Neutral Site);;;
Germany 74;Second round;Sun;30/06/1974;16:00;Poland;2;2-1;1;Yugoslavia;58,000;Waldstadion (Neutral Site);;;
Germany 74;Second round;Sun;30/06/1974;16:00;Germany;0;0-2;2;Netherlands;68,348;Parkstadion (Neutral Site);;;
Germany 74;Second round;Sun;30/06/1974;16:00;Argentina;1;1-2;2;Brazil;39,400;Niedersachsenstadion (Neutral Site);;;
Germany 74;Second round;Sun;30/06/1974;19:30;Germany;4;4-2;2;Sweden;67,800;Rheinstadion (Neutral Site);;;
Germany 74;Second round;Wed;03/07/1974;17:00;Poland;0;0-1;1;West Germany;62,000;Waldstadion (Neutral Site);;;
Germany 74;Second round;Wed;03/07/1974;19:30;Argentina;1;1-1;1;Germany DR;54,254;Parkstadion (Neutral Site);;;
Germany 74;Second round;Wed;03/07/1974;19:30;Netherlands;2;2-0;0;Brazil;53,700;Westfalenstadion (Neutral Site);;;
Germany 74;Second round;Wed;03/07/1974;19:30;Sweden;2;2-1;1;Yugoslavia;41,300;Rheinstadion (Neutral Site);;;
Germany 74;Third-place match;Sat;06/07/1974;16:00;Brazil;0;0-1;1;Poland;77,100;Olympiastadion (Neutral Site);;;
Germany 74;Final;Sun;07/07/1974;16:00;Netherlands;1;1-2;2;West Germany;78,200;Olympiastadion (Neutral Site);;;
Mexico 70;Group stage;Sun;31/05/1970;12:00 (19:00);Mexico;0;0-0;0;Soviet Union;107,160;Estadio Azteca (Neutral Site);;;
Mexico 70;Group stage;Tue;02/06/1970;16:00 (23:00);Uruguay;2;2-0;0;Israel;20,654;Cuauhtemoc (Neutral Site);;;
Mexico 70;Group stage;Tue;02/06/1970;16:00 (23:00);England;1;1-0;0;Romania;50,560;Jalisco (Neutral Site);;;
Mexico 70;Group stage;Tue;02/06/1970;16:00 (23:00);Peru;3;3-2;2;Bulgaria;13,765;Nou Camp - Estadio Leï¿½n (Neutral Site);;;
Mexico 70;Group stage;Wed;03/06/1970;16:00 (23:00);Belgium;3;3-0;0;El Salvador;92,205;Estadio Azteca (Neutral Site);;;
Mexico 70;Group stage;Wed;03/06/1970;16:00 (23:00);Germany;2;2-1;1;Morocco;12,942;Nou Camp - Estadio Leï¿½n (Neutral Site);;;
Mexico 70;Group stage;Wed;03/06/1970;16:00 (23:00);Italy;1;1-0;0;Sweden;13,433;Luis Dosal (Neutral Site);;;
Mexico 70;Group stage;Wed;03/06/1970;16:00 (23:00);Brazil;4;4-1;1;Czechoslovakia;52,897;Jalisco (Neutral Site);;;
Mexico 70;Group stage;Sat;06/06/1970;16:00 (23:00);Romania;2;2-1;1;Czechoslovakia;56,818;Jalisco (Neutral Site);;;
Mexico 70;Group stage;Sat;06/06/1970;16:00 (23:00);Peru;3;3-0;0;Morocco;13,537;Nou Camp - Estadio Leï¿½n (Neutral Site);;;
Mexico 70;Group stage;Sat;06/06/1970;16:00 (23:00);Uruguay;0;0-0;0;Italy;29,968;Cuauhtemoc (Neutral Site);;;
Mexico 70;Group stage;Sat;06/06/1970;16:00 (23:00);Union;4;4-1;1;Belgium;95,261;Estadio Azteca (Neutral Site);;;
Mexico 70;Group stage;Sun;07/06/1970;12:00 (19:00);Mexico;4;4-0;0;El Salvador;103,058;Estadio Azteca (Neutral Site);;;
Mexico 70;Group stage;Sun;07/06/1970;12:00 (19:00);Germany;5;5-2;2;Bulgaria;12,710;Nou Camp - Estadio Leï¿½n (Neutral Site);;;
Mexico 70;Group stage;Sun;07/06/1970;12:00 (19:00);Sweden;1;1-1;1;Israel;9,624;Luis Dosal (Neutral Site);;;
Mexico 70;Group stage;Sun;07/06/1970;12:00 (19:00);Brazil;1;1-0;0;England;66,843;Jalisco (Neutral Site);;;
Mexico 70;Group stage;Wed;10/06/1970;16:00 (23:00);Brazil;3;3-2;2;Romania;50,804;Jalisco (Neutral Site);;;
Mexico 70;Group stage;Wed;10/06/1970;16:00 (23:00);Sweden;1;1-0;0;Uruguay;18,163;Cuauhtemoc (Neutral Site);;;
Mexico 70;Group stage;Wed;10/06/1970;16:00 (23:00);Germany;3;3-1;1;Peru;17,875;Nou Camp - Estadio Leï¿½n (Neutral Site);;;
Mexico 70;Group stage;Wed;10/06/1970;16:00 (23:00);Union;2;2-0;0;El Salvador;89,979;Estadio Azteca (Neutral Site);;;
Mexico 70;Group stage;Thu;11/06/1970;16:00 (23:00);Italy;0;0-0;0;Israel;9,890;Luis Dosal (Neutral Site);;;
Mexico 70;Group stage;Thu;11/06/1970;16:00 (23:00);Bulgaria;1;1-1;1;Morocco;12,299;Nou Camp - Estadio Leï¿½n (Neutral Site);;;
Mexico 70;Group stage;Thu;11/06/1970;16:00 (23:00);England;1;1-0;0;Czechoslovakia;49,292;Jalisco (Neutral Site);;;
Mexico 70;Group stage;Thu;11/06/1970;16:00 (23:00);Mexico;1;1-0;0;Belgium;108,192;Estadio Azteca (Neutral Site);;;
Mexico 70;Quarter-finals;Sun;14/06/1970;12:00 (19:00);Brazil;4;4-2;2;Peru;54,233;Jalisco (Neutral Site);;;
Mexico 70;Quarter-finals;Sun;14/06/1970;12:00 (19:00);Italy;4;4-1;1;Mexico;26,851;Luis Dosal (Neutral Site);;;
Mexico 70;Quarter-finals;Sun;14/06/1970;12:00 (19:00);Germany;3;3-2;2;England;23,357;Nou Camp - Estadio Leï¿½n (Neutral Site);Yes;;Required Extra Time
Mexico 70;Quarter-finals;Sun;14/06/1970;12:00 (19:00);Uruguay;1;1-0;0;Soviet Union;26,085;Estadio Azteca (Neutral Site);Yes;;Required Extra Time
Mexico 70;Semi-finals;Wed;17/06/1970;16:00 (23:00);Italy;4;4-3;3;West Germany;102,444;Estadio Azteca (Neutral Site);Yes;;Required Extra Time
Mexico 70;Semi-finals;Wed;17/06/1970;16:00 (23:00);Brazil;3;3-1;1;Uruguay;51,261;Jalisco (Neutral Site);;;
Mexico 70;Third-place match;Sat;20/06/1970;16:00 (23:00);Germany;1;1-0;0;Uruguay;104,403;Estadio Azteca (Neutral Site);;;
Mexico 70;Final;Sun;21/06/1970;12:00 (19:00);Brazil;4;4-1;1;Italy;107,412;Estadio Azteca (Neutral Site);;;
England 66;Group stage;Mon;11/07/1966;19:30 (01:00);England;0;0-0;0;Uruguay;87,148;Wembley Stadium (Neutral Site);;;
England 66;Group stage;Tue;12/07/1966;19:30 (01:00);Germany;5;5-0;0;Switzerland;36,127;Hillsborough (Neutral Site);;;
England 66;Group stage;Tue;12/07/1966;19:30 (01:00);Union;3;3-0;0;Korea DPR;23,006;Ayresome Park (Neutral Site);;;
England 66;Group stage;Tue;12/07/1966;19:30 (01:00);Brazil;2;2-0;0;Bulgaria;47,308;Goodison Park (Neutral Site);;;
England 66;Group stage;Wed;13/07/1966;19:30 (01:00);Argentina;2;2-1;1;Spain;42,738;Villa Park (Neutral Site);;;
England 66;Group stage;Wed;13/07/1966;19:30 (01:00);Portugal;3;3-1;1;Hungary;29,886;Old Trafford Stadium (Neutral Site);;;
England 66;Group stage;Wed;13/07/1966;19:30 (01:00);Italy;2;2-0;0;Chile;27,199;Roker Park Ground (Neutral Site);;;
England 66;Group stage;Wed;13/07/1966;19:30 (01:00);France;1;1-1;1;Mexico;69,237;Wembley Stadium (Neutral Site);;;
England 66;Group stage;Fri;15/07/1966;19:30 (01:00);Uruguay;2;2-1;1;France;45,662;White City (Neutral Site);;;
England 66;Group stage;Fri;15/07/1966;19:30 (01:00);Spain;2;2-1;1;Switzerland;32,028;Hillsborough (Neutral Site);;;
England 66;Group stage;Fri;15/07/1966;19:30 (01:00);Korea DPR;1;1-1;1;Chile;13,792;Ayresome Park (Neutral Site);;;
England 66;Group stage;Fri;15/07/1966;19:30 (01:00);Hungary;3;3-1;1;Brazil;51,387;Goodison Park (Neutral Site);;;
England 66;Group stage;Sat;16/07/1966;15:00 (01:00);Portugal;3;3-0;0;Bulgaria;25,438;Old Trafford Stadium (Neutral Site);;;
England 66;Group stage;Sat;16/07/1966;15:00 (01:00);Union;1;1-0;0;Italy;27,793;Roker Park Ground (Neutral Site);;;
England 66;Group stage;Sat;16/07/1966;15:00 (01:00);Germany;0;0-0;0;Argentina;46,587;Villa Park (Neutral Site);;;
England 66;Group stage;Sat;16/07/1966;19:30 (01:00);England;2;2-0;0;Mexico;92,570;Wembley Stadium (Neutral Site);;;
England 66;Group stage;Tue;19/07/1966;16:30 (01:00);Uruguay;0;0-0;0;Mexico;61,112;Wembley Stadium (Neutral Site);;;
England 66;Group stage;Tue;19/07/1966;19:30 (01:00);Portugal;3;3-1;1;Brazil;58,479;Goodison Park (Neutral Site);;;
England 66;Group stage;Tue;19/07/1966;19:30 (01:00);Argentina;2;2-0;0;Switzerland;32,127;Hillsborough (Neutral Site);;;
England 66;Group stage;Tue;19/07/1966;19:30 (01:00);Korea DPR;1;1-0;0;Italy;17,829;Ayresome Park (Neutral Site);;;
England 66;Group stage;Wed;20/07/1966;19:30 (01:00);Hungary;3;3-1;1;Bulgaria;24,129;Old Trafford Stadium (Neutral Site);;;
England 66;Group stage;Wed;20/07/1966;19:30 (01:00);England;2;2-0;0;France;98,270;Wembley Stadium (Neutral Site);;;
England 66;Group stage;Wed;20/07/1966;19:30 (01:00);Germany;2;2-1;1;Spain;42,187;Villa Park (Neutral Site);;;
England 66;Group stage;Wed;20/07/1966;19:30 (01:00);Union;2;2-1;1;Chile;16,027;Roker Park Ground (Neutral Site);;;
England 66;Quarter-finals;Sat;23/07/1966;15:00 (01:00);Union;2;2-1;1;Hungary;26,844;Roker Park Ground (Neutral Site);;;
England 66;Quarter-finals;Sat;23/07/1966;15:00 (01:00);Germany;4;4-0;0;Uruguay;40,007;Hillsborough (Neutral Site);;;
England 66;Quarter-finals;Sat;23/07/1966;15:00 (01:00);England;1;1-0;0;Argentina;90,584;Wembley Stadium (Neutral Site);;;
England 66;Quarter-finals;Sat;23/07/1966;15:00 (01:00);Portugal;5;5-3;3;Korea DPR;40,248;Goodison Park (Neutral Site);;;
England 66;Semi-finals;Mon;25/07/1966;19:30 (01:00);Germany;2;2-1;1;Soviet Union;38,273;Goodison Park (Neutral Site);;;
England 66;Semi-finals;Tue;26/07/1966;19:30 (01:00);England;2;2-1;1;Portugal;94,493;Wembley Stadium (Neutral Site);;;
England 66;Third-place match;Thu;28/07/1966;19:30 (01:00);Portugal;2;2-1;1;Soviet Union;87,696;Wembley Stadium (Neutral Site);;;
England 66;Final;Sat;30/07/1966;15:00 (01:00);England;4;4-2;2;West Germany;96,924;Wembley Stadium (Neutral Site);Yes;;Required Extra Time
Chile 62;Group stage;Wed;30/05/1962;15:00 (01:00);Uruguay;2;2-1;1;Colombia;7,908;Carlos Dittborn (Neutral Site);;;
Chile 62;Group stage;Wed;30/05/1962;15:00 (01:00);Brazil;2;2-0;0;Mexico;10,484;Estadio Sausalito (Neutral Site);;;
Chile 62;Group stage;Wed;30/05/1962;15:00 (01:00);Argentina;1;1-0;0;Bulgaria;7,134;Estadio El Teniente-Codelco (Neutral Site);;;
Chile 62;Group stage;Wed;30/05/1962;15:00 (01:00);Chile;3;3-1;1;Switzerland;65,006;Nacional (Neutral Site);;;
Chile 62;Group stage;Thu;31/05/1962;15:00 (01:00);Germany;0;0-0;0;Italy;65,440;Nacional (Neutral Site);;;
Chile 62;Group stage;Thu;31/05/1962;15:00 (01:00);Union;2;2-0;0;Yugoslavia;9,622;Carlos Dittborn (Neutral Site);;;
Chile 62;Group stage;Thu;31/05/1962;15:00 (01:00);Czechoslovakia;1;1-0;0;Spain;12,700;Estadio Sausalito (Neutral Site);;;
Chile 62;Group stage;Thu;31/05/1962;15:00 (01:00);Hungary;2;2-1;1;England;7,938;Estadio El Teniente-Codelco (Neutral Site);;;
Chile 62;Group stage;Sat;02/06/1962;15:00 (01:00);Brazil;0;0-0;0;Czechoslovakia;14,903;Estadio Sausalito (Neutral Site);;;
Chile 62;Group stage;Sat;02/06/1962;15:00 (01:00);England;3;3-1;1;Argentina;9,794;Estadio El Teniente-Codelco (Neutral Site);;;
Chile 62;Group stage;Sat;02/06/1962;15:00 (01:00);Chile;2;2-0;0;Italy;66,057;Nacional (Neutral Site);;;
Chile 62;Group stage;Sat;02/06/1962;15:00 (01:00);Yugoslavia;3;3-1;1;Uruguay;8,829;Carlos Dittborn (Neutral Site);;;
Chile 62;Group stage;Sun;03/06/1962;15:00 (01:00);Hungary;6;6-1;1;Bulgaria;7,442;Estadio El Teniente-Codelco (Neutral Site);;;
Chile 62;Group stage;Sun;03/06/1962;15:00 (01:00);Spain;1;1-0;0;Mexico;11,875;Estadio Sausalito (Neutral Site);;;
Chile 62;Group stage;Sun;03/06/1962;15:00 (01:00);Germany;2;2-1;1;Switzerland;64,922;Nacional (Neutral Site);;;
Chile 62;Group stage;Sun;03/06/1962;15:00 (01:00);Union;4;4-4;4;Colombia;8,040;Carlos Dittborn (Neutral Site);;;
Chile 62;Group stage;Wed;06/06/1962;15:00 (01:00);Germany;2;2-0;0;Chile;67,224;Nacional (Neutral Site);;;
Chile 62;Group stage;Wed;06/06/1962;15:00 (01:00);Hungary;0;0-0;0;Argentina;7,945;Estadio El Teniente-Codelco (Neutral Site);;;
Chile 62;Group stage;Wed;06/06/1962;15:00 (01:00);Brazil;2;2-1;1;Spain;18,715;Estadio Sausalito (Neutral Site);;;
Chile 62;Group stage;Wed;06/06/1962;15:00 (01:00);Union;2;2-1;1;Uruguay;9,973;Carlos Dittborn (Neutral Site);;;
Chile 62;Group stage;Thu;07/06/1962;15:00 (01:00);Yugoslavia;5;5-0;0;Colombia;7,167;Carlos Dittborn (Neutral Site);;;
Chile 62;Group stage;Thu;07/06/1962;15:00 (01:00);Mexico;3;3-1;1;Czechoslovakia;10,648;Estadio Sausalito (Neutral Site);;;
Chile 62;Group stage;Thu;07/06/1962;15:00 (01:00);Italy;3;3-0;0;Switzerland;59,828;Nacional (Neutral Site);;;
Chile 62;Group stage;Thu;07/06/1962;15:00 (01:00);England;0;0-0;0;Bulgaria;5,700;Estadio El Teniente-Codelco (Neutral Site);;;
Chile 62;Quarter-finals;Sun;10/06/1962;14:30 (01:00);Brazil;3;3-1;1;England;17,736;Estadio Sausalito (Neutral Site);;;
Chile 62;Quarter-finals;Sun;10/06/1962;14:30 (01:00);Czechoslovakia;1;1-0;0;Hungary;11,690;Estadio El Teniente-Codelco (Neutral Site);;;
Chile 62;Quarter-finals;Sun;10/06/1962;14:30 (01:00);Chile;2;2-1;1;Soviet Union;17,268;Carlos Dittborn (Neutral Site);;;
Chile 62;Quarter-finals;Sun;10/06/1962;14:30 (01:00);Yugoslavia;1;1-0;0;West Germany;63,324;Nacional (Neutral Site);;;
Chile 62;Semi-finals;Wed;13/06/1962;14:30 (01:00);Brazil;4;4-2;2;Chile;76,594;Nacional (Neutral Site);;;
Chile 62;Semi-finals;Wed;13/06/1962;14:30 (01:00);Czechoslovakia;3;3-1;1;Yugoslavia;5,890;Estadio Sausalito (Neutral Site);;;
Chile 62;Third-place match;Sat;16/06/1962;14:30 (01:00);Chile;1;1-0;0;Yugoslavia;66,697;Nacional (Neutral Site);;;
Chile 62;Final;Sun;17/06/1962;14:30 (01:00);Brazil;3;3-1;1;Czechoslovakia;68,679;Nacional (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;14:00 (01:00);Sweden;3;3-0;0;Mexico;34,107;Rasunda Stadium (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;19:00 (01:00);Ireland;1;1-0;0;Czechoslovakia;10,647;Orjans Vall (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;19:00 (01:00);Union;2;2-2;2;England;49,348;Nya Ullevi (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;19:00 (01:00);Argentina;1;1-3;3;West Germany;31,156;Malmo Stadion (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;19:00 (01:00);France;7;7-3;3;Paraguay;16,518;Idrottsparken (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;19:00 (01:00);Brazil;3;3-0;0;Austria;17,788;Rimnersvallen (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;19:00 (01:00);Yugoslavia;1;1-1;1;Scotland;9,591;Arosvallen (Neutral Site);;;
Sweden 58;Group stage;Sun;08/06/1958;19:00 (01:00);Hungary;1;1-1;1;Wales;15,343;Jarnvallen (Neutral Site);;;
Sweden 58;Group stage;Wed;11/06/1958;19:00 (01:00);Yugoslavia;3;3-2;2;France;12,217;Arosvallen (Neutral Site);;;
Sweden 58;Group stage;Wed;11/06/1958;19:00 (01:00);Argentina;3;3-1;1;Northern Ireland;14,174;Orjans Vall (Neutral Site);;;
Sweden 58;Group stage;Wed;11/06/1958;19:00 (01:00);Paraguay;3;3-2;2;Scotland;11,665;Idrottsparken (Neutral Site);;;
Sweden 58;Group stage;Wed;11/06/1958;19:00 (01:00);Union;2;2-0;0;Austria;21,239;Ryavallen (Neutral Site);;;
Sweden 58;Group stage;Wed;11/06/1958;19:00 (01:00);Germany;2;2-2;2;Czechoslovakia;25,000;Olympia Stadium (Neutral Site);;;
Sweden 58;Group stage;Wed;11/06/1958;19:00 (01:00);Mexico;1;1-1;1;Wales;15,150;Rasunda Stadium (Neutral Site);;;
Sweden 58;Group stage;Wed;11/06/1958;19:00 (01:00);Brazil;0;0-0;0;England;40,895;Nya Ullevi (Neutral Site);;;
Sweden 58;Group stage;Thu;12/06/1958;19:00 (01:00);Sweden;2;2-1;1;Hungary;38,850;Rasunda Stadium (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;14:00 (01:00);Sweden;0;0-0;0;Wales;30,287;Rasunda Stadium (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;19:00 (01:00);Brazil;2;2-0;0;Soviet Union;50,928;Nya Ullevi (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;19:00 (01:00);Germany;2;2-2;2;Northern Ireland;21,990;Malmo Stadion (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;19:00 (01:00);Hungary;4;4-0;0;Mexico;13,300;Jarnvallen (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;19:00 (01:00);Paraguay;3;3-3;3;Yugoslavia;13,103;Tunavallen (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;19:00 (01:00);France;2;2-1;1;Scotland;13,554;Eyravallen (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;19:00 (01:00);Czechoslovakia;6;6-1;1;Argentina;16,418;Olympia Stadium (Neutral Site);;;
Sweden 58;Group stage;Sun;15/06/1958;19:00 (01:00);England;2;2-2;2;Austria;15,872;Ryavallen (Neutral Site);;;
Sweden 58;Group stage play-off;Tue;17/06/1958;19:00 (01:00);Ireland;2;2-1;1;Czechoslovakia;6,196;Malmo Stadion (Neutral Site);Yes;;Required Extra Time
Sweden 58;Group stage play-off;Tue;17/06/1958;19:00 (01:00);Wales;2;2-1;1;Hungary;2,823;Rasunda Stadium (Neutral Site);;;
Sweden 58;Group stage play-off;Tue;17/06/1958;19:00 (01:00);Union;1;1-0;0;England;23,182;Nya Ullevi (Neutral Site);;;
Sweden 58;Quarter-finals;Thu;19/06/1958;19:00 (01:00);Germany;1;1-0;0;Yugoslavia;20,055;Malmo Stadion (Neutral Site);;;
Sweden 58;Quarter-finals;Thu;19/06/1958;19:00 (01:00);France;4;4-0;0;Northern Ireland;11,800;Idrottsparken (Neutral Site);;;
Sweden 58;Quarter-finals;Thu;19/06/1958;19:00 (01:00);Brazil;1;1-0;0;Wales;25,923;Nya Ullevi (Neutral Site);;;
Sweden 58;Quarter-finals;Thu;19/06/1958;19:00 (01:00);Sweden;2;2-0;0;Soviet Union;31,900;Rasunda Stadium (Neutral Site);;;
